user_id,age,account_tier,loyalty_score
user_0910,27,Silver,0.21
user_0911,32,Gold,0.94
user_0912,33,Gold,0.6
user_0913,64,Silver,0.33
user_0914,65,Silver,0.83
user_0915,60,Platinum,0.45
user_0916,26,Platinum,0.39
user_0917,28,Platinum,0.22
user_0918,66,Gold,0.55
user_0919,35,Platinum,0.59
user_0920,26,Platinum,0.11
user_0921,50,Silver,0.69
user_0922,34,Gold,0.08
user_0923,32,Gold,0.32
user_0924,51,Silver,0.88
user_0925,62,Gold,0.38
user_0926,34,Silver,0.28
user_0927,37,Silver,0.42
user_0928,70,Gold,0.76
user_0929,42,Silver,0.6
user_0930,23,Platinum,0.45
user_0931,75,Gold,0.3
user_0932,75,Silver,0.88
user_0933,35,Gold,0.7
user_0934,58,Silver,0.78
user_0935,21,Gold,0.02
user_0936,44,Platinum,0.79
user_0937,62,Platinum,0.22
user_0938,35,Platinum,0.56
user_0939,56,Gold,0.88
user_0940,64,Platinum,0.49
user_0941,69,Gold,0.84
user_0942,58,Silver,1.0
user_0943,78,Platinum,0.02
user_0944,65,Gold,0.92
user_0945,53,Platinum,0.22
user_0946,59,Platinum,0.77
user_0947,59,Gold,0.74
user_0948,67,Platinum,0.65
user_0949,48,Gold,0.69
user_0950,61,Platinum,0.72
user_0951,77,Gold,0.83
user_0952,49,Silver,0.08
user_0953,40,Platinum,0.74
user_0954,54,Silver,0.84
user_0955,47,Silver,0.76
user_0956,74,Platinum,0.07
user_0957,38,Platinum,0.42
user_0958,33,Gold,0.18
user_0959,70,Silver,0.91
user_0960,22,Gold,0.79
user_0961,28,Platinum,0.09
user_0962,72,Silver,0.13
user_0963,47,Silver,0.96
user_0964,25,Gold,0.24
user_0965,49,Silver,0.94
user_0966,69,Platinum,0.14
user_0967,20,Platinum,0.26
user_0968,18,Silver,0.93
user_0969,60,Platinum,0.52
user_0970,63,Gold,0.23
user_0971,45,Platinum,0.57
user_0972,74,Silver,0.52
user_0973,21,Gold,0.69
user_0974,24,Gold,0.34
user_0975,77,Platinum,0.79
user_0976,32,Platinum,0.96
user_0977,64,Gold,0.09
user_0978,22,Platinum,0.91
user_0979,33,Gold,0.66
user_0980,38,Platinum,0.27
user_0981,40,Silver,0.18
user_0982,29,Silver,0.43
user_0983,32,Platinum,0.54
user_0984,51,Silver,0.88
user_0985,53,Silver,0.01
user_0986,26,Gold,0.13
user_0987,53,Gold,0.63
user_0988,29,Platinum,0.54
user_0989,30,Silver,0.35
user_0990,24,Silver,0.28
user_0991,75,Silver,0.61
user_0992,54,Silver,0.28
user_0993,46,Platinum,0.86
user_0994,51,Platinum,0.96
user_0995,63,Platinum,0.32
user_0996,51,Gold,0.51
user_0997,68,Gold,0.93
user_0998,62,Platinum,0.62
user_0999,38,Silver,0.93
user_1000,32,Platinum,0.13
user_1001,21,Platinum,0.7
user_1002,47,Platinum,0.16
user_1003,47,Platinum,0.94
user_1004,18,Gold,0.11
user_1005,49,Silver,0.87
user_1006,59,Platinum,0.04
user_1007,45,Gold,0.41
user_1008,29,Gold,0.71
user_1009,24,Platinum,0.93
user_1010,20,Silver,0.91
user_1011,34,Platinum,0.88
user_1012,78,Gold,0.11
user_1013,22,Platinum,0.28
user_1014,20,Gold,0.44
user_1015,33,Platinum,0.69
user_1016,45,Silver,0.48
user_1017,74,Platinum,0.13
user_1018,25,Gold,0.4
user_1019,53,Gold,0.08
user_1020,41,Gold,0.96
user_1021,19,Platinum,0.85
user_1022,70,Silver,0.43
user_1023,26,Platinum,0.66
user_1024,77,Platinum,0.0
user_1025,57,Silver,0.45
user_1026,18,Gold,0.74
user_1027,36,Silver,0.26
user_1028,38,Silver,0.27
user_1029,19,Silver,0.55
user_1030,27,Gold,0.71
user_1031,70,Platinum,0.63
user_1032,74,Gold,0.87
user_1033,22,Platinum,0.26
user_1034,28,Gold,0.37
user_1035,61,Platinum,0.33
user_1036,44,Platinum,0.49
user_1037,44,Gold,0.22
user_1038,45,Gold,0.24
user_1039,74,Platinum,0.59
user_1040,28,Silver,0.88
user_1041,49,Gold,0.31
user_1042,47,Platinum,0.34
user_1043,43,Platinum,0.03
user_1044,30,Gold,0.67
user_1045,50,Platinum,0.78
user_1046,48,Gold,0.09
user_1047,60,Gold,0.58
user_1048,62,Platinum,0.08
user_1049,67,Gold,0.45
user_1050,37,Gold,0.9
user_1051,26,Gold,0.65
user_1052,66,Silver,0.4
user_1053,66,Platinum,0.09
user_1054,29,Silver,0.85
user_1055,40,Gold,0.94
user_1056,61,Platinum,0.04
user_1057,50,Platinum,0.08
user_1058,67,Platinum,0.45
user_1059,77,Silver,0.91
user_1060,31,Silver,0.55
user_1061,56,Gold,0.26
user_1062,47,Platinum,0.91
user_1063,60,Platinum,0.52
user_1064,54,Gold,0.67
user_1065,47,Silver,0.12
user_1066,22,Gold,0.36
user_1067,41,Silver,0.7
user_1068,34,Platinum,0.98
user_1069,47,Platinum,0.33
user_1070,61,Silver,0.12
user_1071,61,Silver,0.0
user_1072,37,Silver,0.95
user_1073,20,Gold,0.14
user_1074,74,Silver,0.25
user_1075,18,Platinum,0.07
user_1076,36,Gold,0.58
user_1077,66,Platinum,0.52
user_1078,30,Platinum,0.14
user_1079,39,Silver,0.03
user_1080,36,Platinum,0.98
user_1081,78,Silver,0.52
user_1082,40,Silver,0.72
user_1083,50,Gold,0.23
user_1084,75,Platinum,0.55
user_1085,35,Silver,0.36
user_1086,61,Gold,0.1
user_1087,67,Silver,0.05
user_1088,56,Gold,0.8
user_1089,41,Silver,0.66
user_1090,75,Gold,0.39
user_1091,60,Platinum,0.61
user_1092,34,Silver,0.72
user_1093,23,Silver,0.46
user_1094,19,Gold,0.01
user_1095,40,Gold,0.79
user_1096,79,Platinum,0.44
user_1097,65,Gold,0.19
user_1098,32,Platinum,0.41
user_1099,51,Gold,1.0
user_1100,35,Gold,0.29
user_1101,25,Silver,0.64
user_1102,78,Silver,0.03
user_1103,37,Gold,0.18
user_1104,48,Gold,0.8
user_1105,25,Gold,0.83
user_1106,29,Platinum,0.25
user_1107,73,Silver,0.47
user_1108,76,Gold,0.43
user_1109,27,Gold,0.62
user_1110,41,Platinum,0.36
user_1111,72,Platinum,0.85
user_1112,57,Silver,0.05
user_1113,75,Silver,0.5
user_1114,44,Silver,0.56
user_1115,27,Silver,0.48
user_1116,77,Platinum,1.0
user_1117,49,Platinum,0.43
user_1118,21,Gold,0.01
user_1119,43,Platinum,0.55
user_1120,38,Platinum,0.81
user_1121,40,Silver,0.17
user_1122,58,Silver,0.52
user_1123,71,Silver,0.41
user_1124,76,Silver,0.21
user_1125,77,Silver,0.65
user_1126,75,Gold,0.07
user_1127,35,Silver,0.95
user_1128,51,Silver,0.33
user_1129,49,Silver,0.99
user_1130,44,Silver,0.64
user_1131,26,Platinum,0.75
user_1132,59,Platinum,0.11
user_1133,52,Platinum,0.47
user_1134,76,Gold,0.14
user_1135,41,Silver,0.44
user_1136,68,Silver,0.86
user_1137,32,Platinum,0.26
user_1138,38,Silver,0.24
user_1139,21,Platinum,0.37
user_1140,43,Platinum,0.01
user_1141,20,Gold,0.57
user_1142,28,Gold,0.39
user_1143,23,Platinum,0.18
user_1144,24,Silver,0.78
user_1145,77,Silver,0.89
user_1146,32,Silver,0.71
user_1147,28,Platinum,0.95
user_1148,43,Silver,0.08
user_1149,27,Silver,0.19
user_1150,35,Gold,0.53
user_1151,42,Platinum,0.13
user_1152,72,Gold,0.33
user_1153,55,Silver,0.77
user_1154,69,Silver,0.03
user_1155,62,Silver,0.04
user_1156,69,Platinum,0.25
user_1157,36,Platinum,0.07
user_1158,20,Platinum,0.55
user_1159,34,Platinum,0.81
user_1160,26,Silver,0.56
user_1161,30,Silver,0.78
user_1162,31,Silver,0.46
user_1163,52,Platinum,0.36
user_1164,75,Gold,0.33
user_1165,22,Silver,1.0
user_1166,53,Silver,0.29
user_1167,26,Silver,0.59
user_1168,58,Silver,0.48
user_1169,76,Gold,0.31
user_1170,69,Gold,0.24
user_1171,38,Silver,0.72
user_1172,64,Gold,0.67
user_1173,20,Platinum,0.14
user_1174,33,Platinum,0.85
user_1175,25,Gold,0.41
user_1176,65,Platinum,0.04
user_1177,52,Platinum,0.83
user_1178,25,Gold,0.57
user_1179,76,Gold,0.24
user_1180,60,Platinum,0.59
user_1181,44,Gold,0.24
user_1182,42,Silver,0.42
user_1183,24,Platinum,0.06
user_1184,53,Gold,0.68
user_1185,50,Platinum,0.87
user_1186,69,Platinum,0.57
user_1187,46,Silver,0.19
user_1188,40,Gold,0.21
user_1189,57,Gold,0.14
user_1190,18,Gold,0.65
user_1191,25,Silver,0.47
user_1192,71,Platinum,0.87
user_1193,20,Gold,0.65
user_1194,64,Platinum,0.41
user_1195,63,Silver,0.02
user_1196,34,Gold,0.77
user_1197,73,Platinum,0.15
user_1198,37,Platinum,0.32
user_1199,73,Platinum,0.23
user_1200,29,Silver,0.39
user_1201,57,Platinum,0.41
user_1202,20,Silver,0.06
user_1203,66,Gold,0.26
user_1204,61,Platinum,0.99
user_1205,60,Platinum,0.83
user_1206,33,Silver,0.93
user_1207,65,Platinum,0.68
user_1208,62,Silver,0.56
user_1209,63,Gold,0.95
user_1210,18,Silver,0.91
user_1211,78,Platinum,0.08
user_1212,40,Platinum,0.53
user_1213,44,Platinum,0.15
user_1214,57,Silver,0.43
user_1215,35,Gold,0.68
user_1216,54,Silver,0.27
user_1217,64,Platinum,0.43
user_1218,69,Gold,0.06
user_1219,79,Silver,0.46
user_1220,39,Silver,0.08
user_1221,46,Gold,0.84
user_1222,61,Gold,0.89
user_1223,52,Gold,0.99
user_1224,46,Gold,0.31
user_1225,62,Gold,0.26
user_1226,37,Gold,0.33
user_1227,41,Silver,0.74
user_1228,52,Gold,0.74
user_1229,32,Platinum,0.49
user_1230,29,Silver,0.9
user_1231,26,Platinum,0.18
user_1232,76,Silver,0.43
user_1233,31,Gold,0.65
user_1234,38,Gold,0.36
user_1235,30,Silver,0.06
user_1236,71,Silver,0.64
user_1237,48,Silver,0.63
user_1238,71,Silver,0.52
user_1239,42,Platinum,0.74
user_1240,22,Silver,0.98
user_1241,22,Platinum,0.63
user_1242,53,Platinum,0.86
user_1243,32,Platinum,0.91
user_1244,41,Silver,0.45
user_1245,74,Platinum,0.84
user_1246,44,Gold,0.76
user_1247,78,Gold,0.42
user_1248,72,Silver,0.81
user_1249,75,Silver,0.57
user_1250,62,Platinum,0.91
user_1251,77,Gold,0.9
user_1252,48,Gold,0.45
user_1253,37,Silver,0.18
user_1254,74,Silver,0.74
user_1255,28,Silver,0.13
user_1256,47,Gold,0.69
user_1257,38,Platinum,0.54
user_1258,57,Silver,0.18
user_1259,78,Silver,0.96
user_1260,71,Gold,0.04
user_1261,59,Platinum,0.51
user_1262,76,Platinum,0.94
user_1263,39,Gold,0.37
user_1264,61,Silver,0.89
user_1265,22,Silver,0.6
user_1266,67,Gold,0.26
user_1267,34,Silver,0.31
user_1268,52,Silver,0.16
user_1269,55,Gold,0.01
user_1270,73,Platinum,0.21
user_1271,40,Gold,0.87
user_1272,38,Gold,0.07
user_1273,75,Platinum,0.83
user_1274,61,Gold,0.25
user_1275,23,Platinum,0.23
user_1276,69,Platinum,0.54
user_1277,73,Platinum,0.25
user_1278,56,Platinum,0.76
user_1279,33,Platinum,0.4
user_1280,30,Silver,0.22
user_1281,31,Platinum,0.5
user_1282,64,Platinum,0.85
user_1283,48,Silver,0.02
user_1284,78,Platinum,0.39
user_1285,73,Platinum,0.21
user_1286,50,Platinum,0.76
user_1287,53,Gold,0.15
user_1288,47,Platinum,0.29
user_1289,21,Silver,0.59
user_1290,53,Gold,0.62
user_1291,71,Silver,0.25
user_1292,58,Silver,0.38
user_1293,32,Platinum,0.23
user_1294,39,Platinum,0.61
user_1295,59,Gold,0.27
user_1296,41,Silver,0.92
user_1297,57,Platinum,0.1
user_1298,68,Gold,0.49
user_1299,55,Platinum,0.72
user_1300,57,Platinum,0.14
user_1301,37,Platinum,0.31
user_1302,44,Silver,0.54
user_1303,61,Silver,0.55
user_1304,42,Silver,0.19
user_1305,68,Gold,0.17
user_1306,69,Gold,0.8
user_1307,62,Silver,0.37
user_1308,68,Silver,0.24
user_1309,62,Platinum,0.99
user_1310,49,Platinum,0.78
user_1311,51,Silver,0.09
user_1312,30,Gold,0.43
user_1313,55,Silver,0.05
user_1314,59,Gold,0.03
user_1315,55,Gold,0.37
user_1316,36,Silver,0.27
user_1317,22,Platinum,0.82
user_1318,19,Silver,0.96
user_1319,78,Gold,0.19
user_1320,41,Gold,0.44
user_1321,65,Silver,0.57
user_1322,64,Gold,0.51
user_1323,64,Gold,0.03
user_1324,54,Silver,0.78
user_1325,20,Silver,0.58
user_1326,48,Silver,0.9
user_1327,78,Platinum,0.63
user_1328,35,Gold,0.25
user_1329,35,Platinum,0.73
user_1330,55,Silver,0.59
user_1331,53,Gold,0.93
user_1332,29,Silver,0.47
user_1333,40,Silver,0.26
user_1334,33,Platinum,0.96
user_1335,48,Silver,0.06
user_1336,72,Gold,0.31
user_1337,45,Gold,0.04
user_1338,27,Platinum,0.54
user_1339,36,Platinum,0.91
user_1340,75,Platinum,0.89
user_1341,38,Gold,0.84
user_1342,75,Silver,0.98
user_1343,66,Silver,0.28
user_1344,53,Silver,0.34
user_1345,72,Platinum,0.86
user_1346,70,Platinum,0.87
user_1347,48,Silver,0.25
user_1348,26,Gold,0.56
user_1349,59,Silver,0.08
user_1350,39,Gold,0.99
user_1351,31,Silver,0.51
user_1352,19,Platinum,0.9
user_1353,22,Gold,0.43
user_1354,51,Gold,0.31
user_1355,52,Silver,0.63
user_1356,37,Gold,0.12
user_1357,33,Platinum,0.95
user_1358,23,Platinum,0.21
user_1359,29,Platinum,0.79
user_1360,20,Gold,0.17
user_1361,58,Platinum,0.88
user_1362,20,Gold,0.79
user_1363,56,Platinum,0.19
user_1364,40,Silver,0.02
user_1365,79,Platinum,0.72
user_1366,31,Silver,0.77
user_1367,48,Gold,0.31
user_1368,64,Platinum,0.52
user_1369,70,Gold,0.88
user_1370,64,Silver,0.45
user_1371,41,Silver,0.27
user_1372,65,Platinum,0.71
user_1373,41,Platinum,0.66
user_1374,79,Silver,0.55
user_1375,70,Silver,0.75
user_1376,60,Gold,0.12
user_1377,36,Platinum,0.64
user_1378,51,Silver,0.84
user_1379,77,Gold,0.72
user_1380,71,Silver,0.62
user_1381,60,Gold,0.58
user_1382,18,Silver,0.62
user_1383,49,Platinum,0.79
user_1384,27,Silver,0.01
user_1385,35,Platinum,0.03
user_1386,39,Gold,0.9
user_1387,25,Silver,0.51
user_1388,44,Silver,0.33
user_1389,30,Silver,0.81
user_1390,52,Silver,0.31
user_1391,29,Platinum,0.02
user_1392,49,Gold,0.4
user_1393,58,Silver,0.56
user_1394,27,Platinum,0.84
user_1395,76,Platinum,0.33
user_1396,77,Silver,0.92
user_1397,59,Platinum,0.35
user_1398,55,Platinum,0.09
user_1399,35,Gold,0.61
user_1400,38,Silver,0.65
user_1401,31,Gold,0.01
user_1402,43,Platinum,0.81
user_1403,65,Gold,0.7
user_1404,23,Gold,0.18
user_1405,38,Platinum,0.82
user_1406,60,Silver,0.78
user_1407,54,Platinum,0.98
user_1408,52,Silver,0.34
user_1409,66,Platinum,0.22
user_1410,18,Silver,0.74
user_1411,70,Gold,0.53
user_1412,65,Silver,0.14
user_1413,31,Silver,0.09
user_1414,49,Silver,0.42
user_1415,35,Silver,0.05
user_1416,31,Platinum,0.4
user_1417,27,Gold,0.9
user_1418,44,Gold,0.79
user_1419,24,Gold,0.71
user_1420,66,Gold,0.4
user_1421,20,Gold,0.87
user_1422,75,Gold,0.79
user_1423,21,Silver,0.4
user_1424,59,Gold,0.82
user_1425,69,Silver,0.84
user_1426,19,Silver,0.24
user_1427,44,Gold,0.56
user_1428,26,Gold,0.79
user_1429,23,Platinum,0.75
user_1430,27,Gold,0.38
user_1431,34,Gold,0.08
user_1432,67,Platinum,0.17
user_1433,55,Platinum,0.78
user_1434,28,Silver,0.33
user_1435,73,Silver,0.41
user_1436,48,Platinum,0.67
user_1437,52,Silver,0.88
user_1438,42,Gold,0.91
user_1439,66,Platinum,0.65
user_1440,55,Gold,0.7
user_1441,71,Platinum,0.03
user_1442,75,Platinum,0.78
user_1443,43,Silver,0.66
user_1444,21,Gold,0.35
user_1445,68,Platinum,0.07
user_1446,76,Platinum,0.12
user_1447,52,Platinum,0.06
user_1448,55,Silver,0.51
user_1449,24,Gold,0.17
user_1450,74,Silver,0.68
user_1451,30,Gold,0.02
user_1452,62,Platinum,0.47
user_1453,71,Gold,0.42
user_1454,36,Gold,0.08
user_1455,22,Platinum,0.15
user_1456,27,Silver,0.47
user_1457,44,Silver,0.8
user_1458,35,Gold,0.96
user_1459,68,Platinum,0.48
user_1460,59,Platinum,0.86
user_1461,26,Gold,0.7
user_1462,21,Platinum,0.41
user_1463,70,Platinum,0.28
user_1464,65,Silver,0.32
user_1465,32,Silver,0.54
user_1466,48,Silver,1.0
user_1467,79,Silver,0.76
user_1468,51,Platinum,0.05
user_1469,55,Silver,0.83
user_1470,35,Silver,0.19
user_1471,62,Gold,0.76
user_1472,50,Gold,0.51
user_1473,64,Gold,0.27
user_1474,49,Gold,0.22
user_1475,60,Platinum,0.88
user_1476,72,Gold,0.39
user_1477,41,Platinum,0.36
user_1478,44,Platinum,0.89
user_1479,29,Gold,0.29
user_1480,55,Platinum,0.12
user_1481,49,Platinum,0.2
user_1482,34,Gold,0.74
user_1483,20,Platinum,0.45
user_1484,29,Platinum,0.28
user_1485,25,Platinum,0.28
user_1486,30,Silver,0.77
user_1487,61,Silver,0.49
user_1488,76,Silver,0.56
user_1489,72,Platinum,0.27
user_1490,33,Silver,0.26
user_1491,39,Gold,0.86
user_1492,65,Gold,0.98
user_1493,41,Gold,0.19
user_1494,72,Platinum,0.99
user_1495,41,Silver,0.72
user_1496,73,Silver,0.16
user_1497,75,Silver,0.92
user_1498,68,Gold,0.83
user_1499,69,Gold,0.91
user_1500,62,Silver,0.61
user_1501,36,Gold,0.46
user_1502,24,Platinum,0.63
user_1503,51,Silver,0.33
user_1504,27,Silver,0.71
user_1505,71,Silver,0.08
user_1506,71,Platinum,0.2
user_1507,79,Silver,0.04
user_1508,61,Gold,0.48
user_1509,22,Gold,0.98
user_1510,62,Platinum,0.96
user_1511,71,Silver,0.91
user_1512,63,Gold,0.09
user_1513,18,Silver,0.71
user_1514,76,Platinum,0.49
user_1515,70,Platinum,0.18
user_1516,59,Gold,0.08
user_1517,53,Silver,0.77
user_1518,58,Gold,0.23
user_1519,58,Silver,0.35
user_1520,23,Silver,0.23
user_1521,40,Gold,0.6
user_1522,29,Silver,0.88
user_1523,45,Gold,0.39
user_1524,49,Silver,0.61
user_1525,72,Silver,0.89
user_1526,26,Gold,0.63
user_1527,32,Silver,0.86
user_1528,23,Platinum,0.22
user_1529,34,Silver,0.49
user_1530,67,Silver,0.5
user_1531,69,Platinum,0.17
user_1532,59,Silver,0.37
user_1533,57,Gold,0.35
user_1534,77,Gold,0.73
user_1535,55,Gold,0.87
user_1536,21,Silver,0.51
user_1537,48,Gold,0.4
user_1538,75,Platinum,0.01
user_1539,35,Silver,0.78
user_1540,19,Platinum,0.45
user_1541,34,Silver,0.31
user_1542,29,Silver,0.81
user_1543,55,Platinum,0.5
user_1544,76,Silver,0.02
user_1545,21,Silver,0.19
user_1546,53,Platinum,0.25
user_1547,55,Gold,0.05
user_1548,78,Gold,0.79
user_1549,63,Silver,0.86
user_1550,25,Silver,0.22
user_1551,67,Gold,0.43
user_1552,44,Platinum,0.47
user_1553,45,Gold,0.26
user_1554,29,Silver,0.57
user_1555,53,Platinum,0.38
user_1556,44,Silver,0.84
user_1557,52,Platinum,0.58
user_1558,79,Platinum,0.73
user_1559,60,Gold,0.33
user_1560,63,Platinum,0.89
user_1561,24,Platinum,0.76
user_1562,76,Silver,0.43
user_1563,57,Gold,0.47
user_1564,74,Gold,0.47
user_1565,32,Platinum,0.87
user_1566,59,Gold,0.42
user_1567,54,Silver,0.57
user_1568,78,Platinum,0.87
user_1569,60,Platinum,0.09
user_1570,28,Silver,0.19
user_1571,76,Platinum,0.78
user_1572,35,Silver,0.2
user_1573,21,Silver,0.94
user_1574,50,Platinum,0.57
user_1575,44,Silver,0.79
user_1576,26,Platinum,0.92
user_1577,69,Silver,0.66
user_1578,28,Gold,0.06
user_1579,18,Silver,0.77
user_1580,63,Gold,0.39
user_1581,45,Gold,0.09
user_1582,72,Gold,0.06
user_1583,25,Silver,0.8
user_1584,42,Platinum,0.43
user_1585,42,Gold,0.46
user_1586,41,Gold,0.1
user_1587,69,Silver,0.54
user_1588,58,Gold,0.95
user_1589,33,Gold,0.0
user_1590,60,Gold,0.05
user_1591,23,Silver,0.3
user_1592,62,Platinum,0.49
user_1593,25,Silver,0.88
user_1594,40,Gold,0.92
user_1595,19,Gold,0.42
user_1596,49,Silver,0.07
user_1597,18,Gold,0.98
user_1598,50,Platinum,0.0
user_1599,26,Silver,0.55
user_1600,28,Silver,0.43
user_1601,19,Platinum,0.7
user_1602,18,Silver,0.67
user_1603,54,Silver,0.21
user_1604,51,Platinum,0.17
user_1605,52,Silver,0.16
user_1606,68,Platinum,0.06
user_1607,31,Silver,0.85
user_1608,68,Silver,0.82
user_1609,48,Gold,0.33
user_1610,50,Platinum,0.51
user_1611,33,Platinum,0.55
user_1612,18,Platinum,0.02
user_1613,19,Gold,0.96
user_1614,62,Gold,0.93
user_1615,75,Platinum,0.63
user_1616,50,Platinum,0.68
user_1617,79,Silver,0.2
user_1618,70,Gold,0.96
user_1619,63,Silver,0.04
user_1620,60,Gold,0.14
user_1621,43,Gold,0.67
user_1622,54,Silver,0.76
user_1623,73,Platinum,0.46
user_1624,42,Gold,0.65
user_1625,21,Platinum,0.87
user_1626,54,Gold,0.13
user_1627,48,Silver,0.39
user_1628,67,Silver,0.5
user_1629,72,Platinum,0.57
user_1630,23,Platinum,0.47
user_1631,42,Gold,0.44
user_1632,32,Silver,0.9
user_1633,54,Gold,0.87
user_1634,40,Silver,0.96
user_1635,58,Platinum,0.0
user_1636,49,Silver,0.6
user_1637,21,Silver,0.01
user_1638,49,Silver,0.55
user_1639,68,Silver,0.67
user_1640,43,Platinum,1.0
user_1641,28,Gold,0.05
user_1642,32,Platinum,0.02
user_1643,66,Silver,0.58
user_1644,44,Platinum,0.33
user_1645,62,Platinum,0.67
user_1646,62,Platinum,0.84
user_1647,51,Gold,0.82
user_1648,21,Platinum,0.96
user_1649,55,Gold,0.78
user_1650,67,Platinum,0.47
user_1651,63,Gold,0.92
user_1652,55,Silver,0.25
user_1653,43,Gold,0.96
user_1654,70,Platinum,0.77
user_1655,65,Platinum,0.24
user_1656,40,Platinum,0.79
user_1657,37,Platinum,0.87
user_1658,55,Silver,0.73
user_1659,35,Platinum,0.55
user_1660,79,Silver,0.24
user_1661,20,Gold,0.17
user_1662,42,Silver,0.05
user_1663,55,Platinum,0.31
user_1664,18,Silver,0.91
user_1665,39,Platinum,0.49
user_1666,42,Gold,0.72
user_1667,37,Gold,0.09
user_1668,28,Gold,0.28
user_1669,73,Platinum,0.41
user_1670,32,Platinum,0.91
user_1671,28,Silver,0.11
user_1672,77,Silver,0.99
user_1673,78,Platinum,0.12
user_1674,67,Platinum,0.35
user_1675,59,Platinum,0.17
user_1676,56,Gold,0.76
user_1677,75,Platinum,0.83
user_1678,29,Platinum,0.05
user_1679,58,Platinum,0.97
user_1680,67,Gold,0.55
user_1681,35,Gold,0.78
user_1682,44,Silver,0.25
user_1683,28,Platinum,0.09
user_1684,53,Platinum,0.78
user_1685,73,Silver,0.73
user_1686,23,Gold,0.26
user_1687,73,Silver,0.76
user_1688,34,Gold,0.51
user_1689,35,Gold,0.67
user_1690,51,Silver,0.65
user_1691,51,Silver,0.08
user_1692,20,Gold,0.3
user_1693,52,Gold,0.68
user_1694,46,Gold,0.43
user_1695,28,Gold,0.97
user_1696,67,Gold,0.54
user_1697,74,Gold,0.13
user_1698,56,Gold,0.96
user_1699,49,Platinum,0.44
user_1700,43,Gold,0.57
user_1701,39,Platinum,0.15
user_1702,70,Silver,0.1
user_1703,72,Silver,0.48
user_1704,72,Silver,0.99
user_1705,41,Silver,0.84
user_1706,55,Platinum,0.79
user_1707,46,Platinum,0.81
user_1708,51,Silver,0.18
user_1709,58,Gold,0.03
user_1710,57,Silver,0.83
user_1711,44,Silver,0.87
user_1712,62,Silver,0.32
user_1713,61,Gold,0.72
user_1714,78,Platinum,0.11
user_1715,52,Silver,0.16
user_1716,60,Silver,0.79
user_1717,74,Silver,0.95
user_1718,36,Silver,0.07
user_1719,46,Silver,0.49
user_1720,21,Silver,0.35
user_1721,56,Platinum,0.62
user_1722,24,Gold,0.8
user_1723,20,Platinum,0.39
user_1724,20,Silver,0.98
user_1725,47,Gold,0.63
user_1726,48,Platinum,0.6
user_1727,40,Silver,0.62
user_1728,73,Silver,0.79
user_1729,79,Silver,0.5
user_1730,59,Silver,0.26
user_1731,74,Gold,0.09
user_1732,56,Platinum,0.39
user_1733,26,Platinum,0.43
user_1734,53,Platinum,0.93
user_1735,63,Silver,0.64
user_1736,76,Gold,0.14
user_1737,64,Platinum,0.98
user_1738,79,Silver,0.43
user_1739,36,Platinum,0.09
user_1740,64,Gold,0.21
user_1741,23,Platinum,0.49
user_1742,27,Platinum,0.13
user_1743,52,Silver,0.16
user_1744,75,Silver,0.92
user_1745,55,Silver,0.54
user_1746,23,Platinum,0.39
user_1747,55,Silver,0.88
user_1748,76,Silver,0.34
user_1749,54,Gold,0.79
user_1750,58,Silver,0.98
user_1751,46,Silver,0.39
user_1752,29,Platinum,0.1
user_1753,64,Gold,0.29
user_1754,61,Gold,0.43
user_1755,45,Silver,0.55
user_1756,19,Silver,0.44
user_1757,64,Silver,0.29
user_1758,79,Platinum,0.61
user_1759,53,Platinum,0.2
user_1760,60,Gold,0.21
user_1761,39,Platinum,0.32
user_1762,60,Gold,0.78
user_1763,45,Gold,0.16
user_1764,75,Gold,0.95
user_1765,58,Platinum,0.24
user_1766,78,Gold,0.77
user_1767,66,Gold,0.45
user_1768,19,Gold,0.24
user_1769,67,Gold,0.8
user_1770,23,Gold,0.5
user_1771,32,Silver,0.08
user_1772,63,Platinum,0.27
user_1773,50,Platinum,0.1
user_1774,24,Gold,0.45
user_1775,74,Gold,0.0
user_1776,50,Gold,0.34
user_1777,48,Platinum,0.07
user_1778,73,Silver,0.89
user_1779,79,Gold,0.69
user_1780,58,Gold,0.44
user_1781,69,Platinum,0.69
user_1782,66,Silver,0.7
user_1783,20,Platinum,0.4
user_1784,37,Platinum,0.09
user_1785,77,Gold,0.01
user_1786,41,Silver,0.14
user_1787,75,Gold,0.56
user_1788,48,Platinum,0.6
user_1789,66,Gold,0.7
user_1790,57,Platinum,0.27
user_1791,44,Platinum,0.62
user_1792,45,Platinum,0.12
user_1793,42,Gold,0.96
user_1794,21,Gold,0.84
user_1795,40,Platinum,0.8
user_1796,54,Silver,0.91
user_1797,51,Platinum,0.95
user_1798,48,Gold,0.64
user_1799,69,Platinum,0.46
user_1800,67,Gold,0.53
user_1801,24,Silver,0.62
user_1802,62,Gold,0.29
user_1803,58,Silver,0.51
user_1804,18,Silver,0.24
user_1805,73,Gold,0.77
user_1806,78,Silver,0.6
user_1807,37,Platinum,0.31
user_1808,28,Silver,0.44
user_1809,29,Silver,0.38
user_1810,19,Gold,0.33
user_1811,68,Gold,0.91
user_1812,58,Silver,0.82
user_1813,52,Gold,0.71
user_1814,21,Silver,0.58
user_1815,47,Platinum,0.77
user_1816,24,Platinum,0.33
user_1817,30,Silver,0.9
user_1818,79,Gold,0.92
user_1819,76,Silver,0.94
user_1820,71,Gold,0.65
