ACTION_ID,VALUE,MEMBERSHIP_LEVEL,CREATION_TIMESTAMP
ACTION_1256,7209,Gold,1733831382533
ACTION_1257,2336,Silver,1744421647233
ACTION_1258,5430,Platinum,1728274718148
ACTION_1259,5849,Platinum,1745258957571
ACTION_1260,,Silver,1737796158998
ACTION_1261,2013,Gold,1721220945761
ACTION_1262,9188,Silver,1747074485763
ACTION_1263,6740,Bronze,1742366826822
ACTION_1264,2635,Platinum,1725238728293
ACTION_1265,3407,Platinum,1728402588815
ACTION_1266,8470,Gold,1750085540970
ACTION_1267,4641,Gold,1743437613296
ACTION_1268,6168,,1739112765143
ACTION_1269,,Silver,1745004547941
ACTION_1270,278,Platinum,1740003813235
ACTION_1271,5211,Silver,1723516359979
ACTION_1272,5754,Silver,1743680544482
ACTION_1273,8793,Bronze,1747075004280
ACTION_1274,,Platinum,1739011964532
ACTION_1275,7933,Platinum,1737898533100
ACTION_1276,3761,Platinum,1726541631719
ACTION_1277,4633,Gold,1741625002402
ACTION_1278,7429,Gold,1731084615286
ACTION_1279,,Platinum,1736510581896
ACTION_1280,9832,Gold,1746604854433
ACTION_1281,1185,Bronze,1725982588322
ACTION_1282,7164,Platinum,1723688802517
ACTION_1283,5418,Platinum,1740097545788
ACTION_1284,8764,Platinum,1727637727720
ACTION_1285,2089,Platinum,1736375127185
ACTION_1286,2870,,1748144468425
ACTION_1287,4644,Bronze,1744532878145
ACTION_1288,4552,Gold,1729409875104
ACTION_1289,6855,Silver,1730409043517
ACTION_1290,6591,Silver,1743762758087
ACTION_1291,,Bronze,1724842322789
ACTION_1292,393,Bronze,1747966728403
ACTION_1293,659,Gold,1724402484319
ACTION_1294,7179,Silver,1748275163593
ACTION_1295,5226,Bronze,1721549832447
ACTION_1296,8696,Silver,1728601367545
ACTION_1297,7060,Gold,1749839539015
ACTION_1298,1331,Gold,1739174265060
ACTION_1299,2219,Platinum,1725349748465
ACTION_1300,9913,,1741595903424
ACTION_1301,3328,Gold,1734853671435
ACTION_1302,510,,1744904891202
ACTION_1303,,Bronze,1721264745914
ACTION_1304,4793,Silver,1725556933123
ACTION_1305,8420,,1738971129699
ACTION_1306,9285,Gold,1729065782073
ACTION_1307,3011,Silver,1741001048705
ACTION_1308,6146,Bronze,1729283628629
ACTION_1309,892,,1734623480714
ACTION_1310,7810,,1719151919629
ACTION_1311,5829,Bronze,1734045135597
ACTION_1312,3486,Gold,1742194875434
ACTION_1313,3335,Platinum,1727007412794
ACTION_1314,4142,Bronze,1739038445816
ACTION_1315,7243,Bronze,1725145668289
ACTION_1316,6906,Silver,1748768927802
ACTION_1317,9282,Gold,1739476811964
ACTION_1318,9198,Platinum,1741517224585
ACTION_1319,7981,Silver,1741693845408
ACTION_1320,5822,Silver,1746501041473
ACTION_1321,4005,,1747974891781
ACTION_1322,9669,Platinum,1740960522901
ACTION_1323,8758,,1738480111028
ACTION_1324,4893,,1743233073307
ACTION_1325,2984,Silver,1747707157886
ACTION_1326,6848,Bronze,1722318006838
ACTION_1327,5689,Platinum,1731291764327
ACTION_1328,7453,Gold,1733177624577
ACTION_1329,4008,Silver,1746598443824
ACTION_1330,476,Bronze,1719034622397
ACTION_1331,4454,Platinum,1722137184302
ACTION_1332,7413,Bronze,1725296898831
ACTION_1333,9396,Platinum,1747867291908
ACTION_1334,996,Bronze,1736341655595
ACTION_1335,914,Bronze,1722607782406
ACTION_1336,7990,Silver,1749778120148
ACTION_1337,6224,,1732135690468
ACTION_1338,7721,,1730059125459
ACTION_1339,,Bronze,1725975125251
ACTION_1340,1054,Platinum,1729824028146
ACTION_1341,,Silver,1749300200367
ACTION_1342,9343,Platinum,1735168614550
ACTION_1343,5405,Bronze,1744478640270
ACTION_1344,1410,Silver,1745531929741
ACTION_1345,,,1728056686543
ACTION_1346,2372,,1748018194211
ACTION_1347,,Platinum,1740173889383
ACTION_1348,8829,Gold,1730356297205
ACTION_1349,3435,,1720993590348
ACTION_1350,9824,,1742134232457
ACTION_1351,8425,,1731775976117
ACTION_1352,9293,Gold,1735684226645
ACTION_1353,8870,,1740754655001
ACTION_1354,1381,Bronze,1749015090559
ACTION_1355,8467,Gold,1731693134598
ACTION_1356,,,1726157571440
ACTION_1357,7316,Silver,1728978486148
ACTION_1358,6301,,1728934756117
ACTION_1359,2280,Gold,1744556573667
ACTION_1360,4777,Silver,1721972160138
ACTION_1361,8229,Platinum,1740514487861
ACTION_1362,6089,Silver,1740876835112
ACTION_1363,4494,,1726178187896
ACTION_1364,8898,,1739167699079
ACTION_1365,8072,Bronze,1744768105982
ACTION_1366,2974,Gold,1748628449577
ACTION_1367,3852,,1744801250224
ACTION_1368,6081,Silver,1723392116174
ACTION_1369,7622,Bronze,1745793809574
ACTION_1370,4473,,1729506385092
ACTION_1371,1505,Silver,1742601982042
ACTION_1372,,Platinum,1729187161871
ACTION_1373,178,Gold,1726422576630
ACTION_1374,443,Silver,1742781083834
ACTION_1375,3587,Bronze,1722333299277
ACTION_1376,8292,Gold,1723600864073
ACTION_1377,4831,Gold,1744469804096
ACTION_1378,6993,Platinum,1737355424140
ACTION_1379,6431,Silver,1748707640233
ACTION_1380,3931,Platinum,1729906693546
ACTION_1381,1202,Bronze,1740979061460
ACTION_1382,1452,Platinum,1731031945780
ACTION_1383,8597,,1746256684520
ACTION_1384,1450,Platinum,1742919126538
ACTION_1385,9013,Platinum,1724719477496
ACTION_1386,6771,Bronze,1735330771402
ACTION_1387,6530,Bronze,1745860474083
ACTION_1388,7664,Silver,1744321513632
ACTION_1389,221,,1732885720245
ACTION_1390,9447,Bronze,1741369008720
ACTION_1391,2590,Platinum,1733336675764
ACTION_1392,5076,Bronze,1728151053457
ACTION_1393,7492,Gold,1720342755829
ACTION_1394,7384,Silver,1722445786954
ACTION_1395,7648,,1730280596536
ACTION_1396,1193,Gold,1740357485994
ACTION_1397,,Bronze,1723420662497
ACTION_1398,4269,Platinum,1726225508660
ACTION_1399,9186,Gold,1729780838434
ACTION_1400,7275,Platinum,1739994158457
ACTION_1401,1860,Gold,1746018599367
ACTION_1402,1442,Gold,1731561519208
ACTION_1403,1724,Platinum,1733354885553
ACTION_1404,9062,Platinum,1722553706509
ACTION_1405,6585,Platinum,1737100719867
ACTION_1406,2393,Bronze,1749349704536
ACTION_1407,248,Gold,1740994794973
ACTION_1408,3063,Silver,1727283553780
ACTION_1409,,Bronze,1747690886197
ACTION_1410,5101,,1748774473659
ACTION_1411,6198,,1723226338713
ACTION_1412,7229,Bronze,1725562534241
ACTION_1413,2063,Bronze,1719976192311
ACTION_1414,3848,Bronze,1748594383421
ACTION_1415,3899,Silver,1739332617449
ACTION_1416,3221,Silver,1735551518645
ACTION_1417,269,Platinum,1725450898270
ACTION_1418,4651,Silver,1734058055770
ACTION_1419,6538,Bronze,1733890988819
ACTION_1420,,Platinum,1748636306858
ACTION_1421,8723,Bronze,1723185513873
ACTION_1422,5823,Silver,1742938958824
ACTION_1423,1691,Gold,1725302460288
ACTION_1424,1186,Platinum,1746680767833
ACTION_1425,7443,Silver,1745032432262
ACTION_1426,5541,,1749568243934
ACTION_1427,7223,Silver,1737758575135
ACTION_1428,8573,Platinum,1732337693180
ACTION_1429,3214,Platinum,1739947317098
ACTION_1430,7258,Gold,1744245749207
ACTION_1431,6864,Bronze,1731125164568
ACTION_1432,9287,Gold,1734307949794
ACTION_1433,2981,Platinum,1747152689312
ACTION_1434,2072,,1744953144815
ACTION_1435,8965,Gold,1738019565056
ACTION_1436,4162,Silver,1721819394174
ACTION_1437,8828,Bronze,1732877815946
ACTION_1438,3449,,1726366237470
ACTION_1439,5473,,1722149367289
ACTION_1440,3263,Silver,1733149936400
ACTION_1441,9985,Platinum,1733383596806
ACTION_1442,2153,Bronze,1729095843033
ACTION_1443,7605,Bronze,1734693037599
ACTION_1444,3857,Platinum,1721589285577
ACTION_1445,9542,Bronze,1727576511139
ACTION_1446,8006,Platinum,1735535870731
ACTION_1447,6185,Gold,1736633085496
ACTION_1448,4779,Bronze,1748315273990
ACTION_1449,8379,Bronze,1739375503415
ACTION_1450,1786,Bronze,1734644389234
ACTION_1451,8696,Silver,1735690178273
ACTION_1452,,Platinum,1723172375466
ACTION_1453,5570,,1724080780658
ACTION_1454,7963,,1726866631272
ACTION_1455,5115,Silver,1725731921869
ACTION_1456,7602,Bronze,1735301293603
ACTION_1457,7906,Bronze,1738449652585
ACTION_1458,619,Platinum,1750084720265
ACTION_1459,6065,Platinum,1726380374009
ACTION_1460,403,Bronze,1741192035477
ACTION_1461,6450,,1733086050575
ACTION_1462,6057,Gold,1746115770878
ACTION_1463,6996,Silver,1744989733477
ACTION_1464,4341,Gold,1739095881201
ACTION_1465,6253,,1746336684492
ACTION_1466,4841,,1743179212411
ACTION_1467,5072,,1732666909014
ACTION_1468,3428,,1726571146384
ACTION_1469,,Platinum,1739444278078
ACTION_1470,4187,Platinum,1739203640905
ACTION_1471,4502,Silver,1723098016918
ACTION_1472,2588,Gold,1736489437366
ACTION_1473,9775,Bronze,1749175356501
ACTION_1474,2870,Silver,1750223379240
ACTION_1475,521,Platinum,1734677722849
ACTION_1476,5895,Silver,1723861668059
ACTION_1477,9720,Bronze,1725855994952
ACTION_1478,1565,Bronze,1742901582159
ACTION_1479,9559,Silver,1743463647501
ACTION_1480,5650,Gold,1740876753850
ACTION_1481,4181,Silver,1747466620587
ACTION_1482,1143,Platinum,1746404429795
ACTION_1483,6371,,1733507223739
ACTION_1484,623,Platinum,1745842031053
ACTION_1485,3120,Bronze,1746864755358
ACTION_1486,9280,Silver,1732245095925
ACTION_1487,4676,Platinum,1734650507877
ACTION_1488,4711,Gold,1746414673457
ACTION_1489,,Silver,1733875873336
ACTION_1490,7779,Silver,1744455845324
ACTION_1491,9393,Bronze,1745468743531
ACTION_1492,5055,Bronze,1720276118571
ACTION_1493,6771,Bronze,1749931319107
ACTION_1494,164,Platinum,1737814194734
ACTION_1495,,Platinum,1719039620260
ACTION_1496,9369,Silver,1735086539757
ACTION_1497,,Bronze,1740616958071
ACTION_1498,7380,Silver,1741238930292
ACTION_1499,6483,Bronze,1730926690061
ACTION_1500,6841,Platinum,1740415217074
ACTION_1501,,Bronze,1722086055521
ACTION_1502,9944,Gold,1738480048291
ACTION_1503,385,,1721145739144
ACTION_1504,,Platinum,1738663959522
ACTION_1505,8875,Bronze,1730114225880
ACTION_1506,1687,Bronze,1738356698296
ACTION_1507,6671,Gold,1745821184887
ACTION_1508,6634,Bronze,1731788840589
ACTION_1509,5331,Gold,1731247758470
ACTION_1510,8096,Bronze,1725021372069
ACTION_1511,385,Silver,1743389479960
ACTION_1512,6901,,1728823396305
ACTION_1513,8113,Bronze,1724699018991
ACTION_1514,2888,Gold,1727946651718
ACTION_1515,7790,Silver,1721676645600
ACTION_1516,716,,1744628593533
ACTION_1517,4356,Gold,1722530727089
ACTION_1518,1881,Silver,1740168769544
ACTION_1519,1870,Silver,1738225892719
ACTION_1520,8120,Bronze,1735448880524
ACTION_1521,3193,Gold,1730170117885
ACTION_1522,7160,Silver,1738682576086
ACTION_1523,9048,Silver,1722827779248
ACTION_1524,250,Bronze,1743782655145
ACTION_1525,5537,Silver,1730377700164
ACTION_1526,1376,Silver,1747274662321
ACTION_1527,4826,Gold,1725698130894
ACTION_1528,602,Gold,1748315046474
ACTION_1529,456,Platinum,1741868200702
ACTION_1530,878,Silver,1732041462285
ACTION_1531,3768,Bronze,1744379896116
ACTION_1532,6965,Silver,1741573886440
ACTION_1533,7486,Silver,1739479188449
ACTION_1534,3515,Gold,1748787245663
ACTION_1535,341,Platinum,1750405461933
ACTION_1536,,Gold,1746234764679
ACTION_1537,1479,Gold,1742432944634
ACTION_1538,,Silver,1737477949236
ACTION_1539,7881,Silver,1732368145656
ACTION_1540,5339,Platinum,1748249333507
ACTION_1541,9003,Gold,1747820916926
ACTION_1542,3189,Gold,1731993674682
ACTION_1543,6709,Gold,1740297449443
ACTION_1544,1941,Platinum,1722474496196
ACTION_1545,2916,Silver,1739819252984
ACTION_1546,2515,Platinum,1741825754622
ACTION_1547,3239,Gold,1737156336916
ACTION_1548,8367,Platinum,1741308627529
ACTION_1549,7404,,1725280224533
ACTION_1550,3915,Bronze,1735401752627
ACTION_1551,,Platinum,1735920579086
ACTION_1552,5498,Platinum,1734043081019
ACTION_1553,1725,Platinum,1740601625152
ACTION_1554,8455,Gold,1724824000424
ACTION_1555,1807,Bronze,1745259515032
ACTION_1556,3872,Platinum,1720923078755
ACTION_1557,2833,Silver,1749442172910
ACTION_1558,2012,Gold,1719135865394
ACTION_1559,,Silver,1742429499257
ACTION_1560,5544,,1725727408949
ACTION_1561,9061,,1750210585955
ACTION_1562,5337,,1734470888415
ACTION_1563,3192,Bronze,1730659534411
ACTION_1564,8194,Bronze,1741006611951
ACTION_1565,1103,,1732406814706
ACTION_1566,7566,Platinum,1731688475332
ACTION_1567,6275,Bronze,1726173468969
ACTION_1568,,Platinum,1734580205126
ACTION_1569,4459,,1748725577979
ACTION_1570,7275,,1746681940030
ACTION_1571,9030,Bronze,1724884070859
ACTION_1572,4944,Bronze,1744166400367
ACTION_1573,7508,Platinum,1747068467053
ACTION_1574,5211,Platinum,1739472854791
ACTION_1575,4215,Bronze,1733472476119
ACTION_1576,4463,Gold,1730466248109
ACTION_1577,3057,Platinum,1724624358065
ACTION_1578,5702,Platinum,1748733020363
ACTION_1579,215,,1735533406829
ACTION_1580,7758,Gold,1721664667485
ACTION_1581,7280,Silver,1723593786803
ACTION_1582,3003,Gold,1724230431475
ACTION_1583,7694,,1720293346599
ACTION_1584,9353,Bronze,1730437902571
ACTION_1585,2544,,1738689594464
ACTION_1586,4775,Bronze,1738911904516
ACTION_1587,4039,Bronze,1733185613110
ACTION_1588,8186,Silver,1720311695240
ACTION_1589,4300,Silver,1737060054862
ACTION_1590,,Silver,1738000888197
ACTION_1591,6358,Gold,1731711621987
ACTION_1592,4105,,1742368421517
ACTION_1593,9241,Silver,1731804826990
ACTION_1594,7648,Gold,1734284001360
ACTION_1595,764,,1733416219881
ACTION_1596,,Silver,1749172534761
ACTION_1597,7187,Silver,1725594496419
ACTION_1598,6108,Platinum,1731990029166
ACTION_1599,,Platinum,1735491694661
ACTION_1600,1839,Platinum,1721021907826
ACTION_1601,243,,1725943051113
ACTION_1602,2304,Gold,1748227777705
ACTION_1603,3842,Gold,1745708504527
ACTION_1604,2345,Bronze,1727371044335
ACTION_1605,1474,Platinum,1728586975135
ACTION_1606,9862,Platinum,1727893380703
ACTION_1607,3555,Bronze,1749850173183
ACTION_1608,6663,Platinum,1731501416806
ACTION_1609,136,,1731093383550
ACTION_1610,,Gold,1724438918362
ACTION_1611,806,Platinum,1744853283764
ACTION_1612,5894,Bronze,1744779808220
ACTION_1613,6841,Bronze,1731565898513
ACTION_1614,7545,Platinum,1750069181525
ACTION_1615,8985,Silver,1731182832021
ACTION_1616,3290,Gold,1738676701293
ACTION_1617,3685,Platinum,1732680272204
ACTION_1618,8535,Bronze,1743988144288
ACTION_1619,7784,Platinum,1728249555026
ACTION_1620,3128,Gold,1735341935774
ACTION_1621,7732,,1746441859829
ACTION_1622,,,1737550008601
ACTION_1623,8143,Silver,1746501936610
ACTION_1624,516,Silver,1732964542874
ACTION_1625,1175,Bronze,1729456591875
ACTION_1626,8638,,1731609804269
ACTION_1627,4308,Bronze,1736309285201
ACTION_1628,2940,Silver,1748911844387
ACTION_1629,5457,Gold,1748231738974
ACTION_1630,2788,Bronze,1741754551832
ACTION_1631,7083,Gold,1727820021381
ACTION_1632,1613,Silver,1730139537371
ACTION_1633,6406,Gold,1722395651468
ACTION_1634,5737,Silver,1741243131711
ACTION_1635,1101,Bronze,1747521196642
ACTION_1636,1648,Silver,1743570495365
ACTION_1637,8599,Platinum,1739861075985
ACTION_1638,9361,,1748982510089
ACTION_1639,2619,Bronze,1746257551381
ACTION_1640,4368,Gold,1741480825513
ACTION_1641,1197,Platinum,1746623580963
ACTION_1642,9063,Platinum,1741960732458
ACTION_1643,8580,Gold,1735964201191
ACTION_1644,6185,Platinum,1738142898022
ACTION_1645,1669,Platinum,1720484612499
ACTION_1646,4779,Bronze,1726692667490
ACTION_1647,8126,Platinum,1725749381514
ACTION_1648,7190,Platinum,1748280519170
ACTION_1649,,Silver,1719262826974
ACTION_1650,8040,,1744689754174
ACTION_1651,7663,,1740579583222
ACTION_1652,,Bronze,1746757823575
ACTION_1653,6899,,1724786444033
ACTION_1654,9762,Silver,1738127896829
ACTION_1655,6340,Bronze,1720766497325
ACTION_1656,9958,Silver,1741163946374
ACTION_1657,4750,Bronze,1729967864770
ACTION_1658,3065,Platinum,1742499206240
ACTION_1659,4482,Platinum,1734967823506
ACTION_1660,6965,Silver,1726570985455
ACTION_1661,1919,Silver,1744531585752
ACTION_1662,568,,1726594025497
ACTION_1663,,Bronze,1727654875197
ACTION_1664,3750,Silver,1730325445301
ACTION_1665,6812,,1744733067650
ACTION_1666,3621,Platinum,1739350652004
ACTION_1667,8867,Bronze,1736162181535
ACTION_1668,4747,Platinum,1724895019576
ACTION_1669,9408,Silver,1748483941480
ACTION_1670,5195,Gold,1732896497702
ACTION_1671,3969,Silver,1723295154102
ACTION_1672,8723,,1719963639627
ACTION_1673,,,1729126366228
ACTION_1674,,Bronze,1737719386897
ACTION_1675,4491,,1719741054724
ACTION_1676,3669,Platinum,1723002136268
ACTION_1677,2357,Silver,1742031092530
ACTION_1678,8976,Bronze,1729368521649
ACTION_1679,2273,Silver,1727973922313
ACTION_1680,643,Bronze,1744131672000
ACTION_1681,5817,,1722032416529
ACTION_1682,,Silver,1729357346311
ACTION_1683,,Gold,1719875496395
ACTION_1684,2158,,1747146363064
ACTION_1685,1128,Bronze,1738394965387
ACTION_1686,9368,,1720722764889
ACTION_1687,2925,Silver,1736767656539
ACTION_1688,7416,,1737938869827
ACTION_1689,2291,,1721380109138
ACTION_1690,,Gold,1740296625762
ACTION_1691,,Gold,1749755108215
ACTION_1692,3149,Gold,1732989322010
ACTION_1693,9953,Bronze,1745927632460
ACTION_1694,798,Gold,1734430540147
ACTION_1695,7096,Platinum,1721118729060
ACTION_1696,,Platinum,1746171283484
ACTION_1697,7211,,1748660353623
ACTION_1698,,Bronze,1747507552325
ACTION_1699,2988,Bronze,1731064316387
ACTION_1700,9052,,1732648172803
ACTION_1701,2012,Platinum,1742774493034
ACTION_1702,2699,Gold,1730438140719
ACTION_1703,4936,Gold,1733832654996
ACTION_1704,4377,,1726430383720
ACTION_1705,1124,Silver,1721907460722
ACTION_1706,2874,Gold,1720183304248
ACTION_1707,,Bronze,1733472193073
ACTION_1708,7791,Bronze,1723769663515
ACTION_1709,3074,,1736966859128
ACTION_1710,857,Gold,1723372013530
ACTION_1711,2952,Platinum,1729090469576
ACTION_1712,7994,,1737659008709
ACTION_1713,2464,Platinum,1736766838717
ACTION_1714,923,Gold,1736863643847
ACTION_1715,3861,Platinum,1723487844745
ACTION_1716,2898,Silver,1749617702613
ACTION_1717,6257,Gold,1736862079961
ACTION_1718,,Platinum,1735035157016
ACTION_1719,6882,Silver,1743980917970
ACTION_1720,8876,Platinum,1733261412335
ACTION_1721,6720,Silver,1728904990489
ACTION_1722,3695,Bronze,1737354125110
ACTION_1723,713,Silver,1743176564099
ACTION_1724,5565,Platinum,1731912560304
ACTION_1725,307,Bronze,1740139063708
ACTION_1726,,Gold,1744931749977
ACTION_1727,7563,Bronze,1744131831902
ACTION_1728,9617,Bronze,1749315079803
ACTION_1729,,Platinum,1725552682024
ACTION_1730,2356,Bronze,1744992969567
ACTION_1731,6275,,1728562744598
ACTION_1732,4218,Bronze,1731435829870
ACTION_1733,3983,Platinum,1745116318828
ACTION_1734,3565,Platinum,1732631443769
ACTION_1735,9272,Silver,1747165908491
ACTION_1736,7352,Platinum,1727082433910
ACTION_1737,,Gold,1740194226999
ACTION_1738,,Platinum,1726521929699
ACTION_1739,4866,Silver,1744258194272
ACTION_1740,9010,Bronze,1738271824330
ACTION_1741,3696,,1730617505116
ACTION_1742,1214,Gold,1740110716884
ACTION_1743,591,Platinum,1719795272718
ACTION_1744,5140,Silver,1750088902180
ACTION_1745,6248,Bronze,1724021533053
ACTION_1746,6479,Platinum,1743852706903
ACTION_1747,6807,Silver,1749482370211
ACTION_1748,2030,Bronze,1749347259243
ACTION_1749,4424,Silver,1733515901845
ACTION_1750,8909,Bronze,1750243272135
ACTION_1751,,Bronze,1747892563290
ACTION_1752,2101,Bronze,1749288443569
ACTION_1753,7829,Gold,1741488876112
ACTION_1754,3062,Bronze,1719801477316
ACTION_1755,7201,Bronze,1742197767213
ACTION_1756,729,Gold,1736631196153
ACTION_1757,505,Platinum,1733042121140
ACTION_1758,3708,Silver,1733439588123
ACTION_1759,8281,Silver,1729636817359
ACTION_1760,7858,Bronze,1721722520946
ACTION_1761,1921,,1731736749720
ACTION_1762,2096,Bronze,1721524502152
ACTION_1763,6381,Gold,1738171471026
ACTION_1764,9584,Silver,1741284336455
ACTION_1765,8238,Platinum,1743057837662
ACTION_1766,,Bronze,1731276062257
ACTION_1767,4137,,1738616766380
ACTION_1768,5639,Bronze,1719098844753
ACTION_1769,7575,Bronze,1736693098412
ACTION_1770,3500,Bronze,1741858661891
ACTION_1771,451,,1727614479697
ACTION_1772,1522,Silver,1724439349971
ACTION_1773,4931,Platinum,1740181348281
ACTION_1774,9861,Bronze,1729139249494
ACTION_1775,728,,1734207684472
ACTION_1776,9350,Platinum,1747768132041
ACTION_1777,6460,Silver,1732415290343
ACTION_1778,5695,Platinum,1733434020011
ACTION_1779,3417,Platinum,1744331966948
ACTION_1780,9200,,1739862001020
ACTION_1781,,Platinum,1744624447126
ACTION_1782,,Gold,1721531443994
ACTION_1783,7778,Bronze,1729215043943
ACTION_1784,844,Gold,1719253630386
ACTION_1785,6556,Silver,1741798860808
ACTION_1786,2017,Silver,1721316771470
ACTION_1787,6991,Platinum,1742580643887
ACTION_1788,9999,Bronze,1731779367513
ACTION_1789,5952,Platinum,1720838262861
ACTION_1790,4800,,1745583888373
ACTION_1791,4116,,1745367675355
ACTION_1792,3553,Platinum,1747585326130
ACTION_1793,3636,Bronze,1749531401964
ACTION_1794,9227,Bronze,1749344954300
ACTION_1795,2168,Platinum,1740935606996
ACTION_1796,,Gold,1750411098437
ACTION_1797,5411,Platinum,1737198210048
ACTION_1798,9670,Bronze,1725048967433
ACTION_1799,9999,Platinum,1735728982499
ACTION_1800,4851,Gold,1720870871047
ACTION_1801,460,Platinum,1740894286754
ACTION_1802,6244,Gold,1740225021405
ACTION_1803,4287,Silver,1745079003785
ACTION_1804,665,Platinum,1730158973682
ACTION_1805,7281,Platinum,1746836965095
ACTION_1806,5406,Platinum,1747225988729
ACTION_1807,,Bronze,1738452477952
ACTION_1808,8901,Gold,1726720295874
ACTION_1809,1005,,1730374068823
ACTION_1810,9761,Bronze,1739831850167
ACTION_1811,8402,Platinum,1733759528948
ACTION_1812,1826,Platinum,1745595127539
ACTION_1813,4191,,1728262043748
ACTION_1814,6131,,1743470659610
ACTION_1815,5680,Gold,1737493088367
ACTION_1816,7017,Bronze,1723476736589
ACTION_1817,9694,Bronze,1747897174002
ACTION_1818,849,Bronze,1726257315922
ACTION_1819,841,Bronze,1734365648618
ACTION_1820,4115,Bronze,1735686002727
ACTION_1821,1675,Gold,1729318593105
ACTION_1822,418,Bronze,1723639996552
ACTION_1823,9096,Platinum,1731714541003
ACTION_1824,7717,Silver,1741079383326
ACTION_1825,1948,Bronze,1726050428032
ACTION_1826,1103,Bronze,1746020350938
ACTION_1827,2096,Platinum,1725857833565
ACTION_1828,3985,Gold,1732492685894
ACTION_1829,5021,Platinum,1719701375083
ACTION_1830,117,Bronze,1720814296236
ACTION_1831,2915,Platinum,1744304607515
ACTION_1832,8335,,1738223904432
ACTION_1833,8439,,1743662516235
ACTION_1834,210,Platinum,1725258317051
ACTION_1835,8081,Platinum,1731571376153
ACTION_1836,7084,,1748103035600
ACTION_1837,7670,Gold,1720076714321
ACTION_1838,9184,Bronze,1726977952486
ACTION_1839,2493,Bronze,1728732562340
ACTION_1840,3439,Platinum,1719901143474
ACTION_1841,9490,Silver,1724414477967
ACTION_1842,4285,Silver,1729130946207
ACTION_1843,8035,Gold,1740168633690
ACTION_1844,5695,Gold,1726120925037
ACTION_1845,2335,Platinum,1746163017914
ACTION_1846,217,Bronze,1722884547777
ACTION_1847,,Gold,1727094270804
ACTION_1848,6486,Silver,1721780406190
ACTION_1849,307,Bronze,1728738922802
ACTION_1850,3126,Bronze,1736727964982
ACTION_1851,2547,Bronze,1743384930193
ACTION_1852,4491,Bronze,1728797558765
ACTION_1853,3867,Silver,1719474992987
ACTION_1854,4684,Gold,1719334686007
ACTION_1855,9592,Gold,1727240069196
ACTION_1856,7850,Silver,1730120355920
ACTION_1857,8397,Platinum,1749159130555
ACTION_1858,2605,Silver,1736230094872
ACTION_1859,8069,Platinum,1726261771244
ACTION_1860,5194,Silver,1734004691026
ACTION_1861,8453,Silver,1734989299691
ACTION_1862,7254,Gold,1738128416848
ACTION_1863,4926,Platinum,1731306252803
ACTION_1864,8539,Bronze,1745035534727
ACTION_1865,1324,Platinum,1736423603593
ACTION_1866,9854,Gold,1725824382854
ACTION_1867,6238,Bronze,1746746431967
ACTION_1868,233,,1720991234613
ACTION_1869,2631,Platinum,1732527374983
ACTION_1870,6934,Silver,1732408095948
ACTION_1871,5362,Silver,1719682899891
ACTION_1872,9021,Platinum,1739556197654
ACTION_1873,3225,Platinum,1723638816177
ACTION_1874,8671,,1725644889015
ACTION_1875,5812,,1741461228579
ACTION_1876,8154,Platinum,1721070384159
ACTION_1877,959,Platinum,1729831112372
ACTION_1878,7919,Bronze,1728842151786
ACTION_1879,1484,Gold,1739618883286
ACTION_1880,6633,Silver,1744164584042
ACTION_1881,2188,Platinum,1727768476132
ACTION_1882,3946,Platinum,1733753499388
ACTION_1883,101,Bronze,1737920195096
ACTION_1884,4323,Platinum,1727416854353
ACTION_1885,6205,Platinum,1735207060975
ACTION_1886,2915,Silver,1721017598020
ACTION_1887,5544,Silver,1725014042452
ACTION_1888,2802,Bronze,1734364543870
ACTION_1889,5181,Silver,1732632051532
ACTION_1890,5486,Silver,1740748433195
ACTION_1891,9403,,1720513839028
ACTION_1892,774,Gold,1734074055636
ACTION_1893,1013,Bronze,1738020214393
ACTION_1894,8707,Silver,1743975072204
ACTION_1895,3169,,1722779485637
ACTION_1896,3037,,1746490617599
ACTION_1897,,Platinum,1740930425079
ACTION_1898,8206,,1719790889256
ACTION_1899,6045,Platinum,1745176275243
ACTION_1900,5032,,1720354802936
ACTION_1901,3322,Bronze,1722486075708
ACTION_1902,3045,Platinum,1740529522738
ACTION_1903,,Platinum,1737106087631
ACTION_1904,369,Platinum,1727354176999
ACTION_1905,3126,Gold,1746106897807
ACTION_1906,8134,Silver,1738471230050
ACTION_1907,6907,,1745855342005
ACTION_1908,2252,Platinum,1743817721478
ACTION_1909,9284,Bronze,1738364732675
ACTION_1910,8982,Platinum,1744404883664
ACTION_1911,9794,,1749406506699
ACTION_1912,3123,Bronze,1733995768571
ACTION_1913,6798,Gold,1731279444260
ACTION_1914,527,,1736489757515
ACTION_1915,,Gold,1742685546982
ACTION_1916,9568,Silver,1742635583582
ACTION_1917,4744,Bronze,1745824744455
ACTION_1918,9745,Bronze,1743364223492
ACTION_1919,,Gold,1729295918439
ACTION_1920,8588,Platinum,1722097161089
ACTION_1921,2854,,1736311512782
ACTION_1922,2240,,1724801015785
ACTION_1923,6245,Bronze,1727335471341
ACTION_1924,2309,Silver,1719578073755
ACTION_1925,4367,Gold,1726561537595
ACTION_1926,9947,Platinum,1744799532272
ACTION_1927,6593,Silver,1748862144636
ACTION_1928,5243,Gold,1727003710222
