corridor_id,success_rate_7d,latency_ms,cost_score,status,corridor_type,past_retry_success_rate,label
EU_US,0.58,334,0.54,ACTIVE,primary,0.32,0
EU_US,0.64,415,0.76,ACTIVE,secondary,0.57,1
EU_US,0.27,287,0.37,ACTIVE,secondary,0.24,1
EU_IN,0.69,307,0.39,ACTIVE,primary,0.86,1
SG_US,0.57,304,0.32,ACTIVE,primary,0.89,1
IN_SG,0.62,256,0.25,ACTIVE,primary,0.56,0
EU_IN,0.25,51,0.69,ACTIVE,secondary,0.24,0
IN_SG,0.98,56,0.22,BLOCKED,primary,0.42,0
SG_US,0.51,436,0.77,ACTIVE,secondary,0.32,0
IN_SG,0.73,139,0.48,ACTIVE,primary,0.6,1
IN_US,0.99,90,0.43,BLOCKED,primary,0.38,0
IN_SG,0.44,68,0.12,ACTIVE,primary,0.55,0
IN_US,0.22,121,0.95,ACTIVE,secondary,0.26,0
IN_SG,0.75,341,0.72,ACTIVE,secondary,0.31,1
IN_SG,0.94,196,0.26,ACTIVE,primary,0.27,0
EU_US,0.46,428,0.22,ACTIVE,secondary,0.61,0
EU_US,0.31,126,0.3,ACTIVE,secondary,0.59,0
SG_US,0.8,216,0.4,ACTIVE,primary,0.85,1
IN_SG,0.93,484,0.12,ACTIVE,primary,0.66,1
IN_EU,0.49,348,0.88,BLOCKED,primary,0.94,0
EU_US,0.46,330,0.63,ACTIVE,secondary,0.49,0
EU_US,0.32,151,0.2,ACTIVE,primary,0.28,0
IN_EU,0.72,171,0.54,ACTIVE,primary,0.3,0
IN_US,0.69,414,0.43,ACTIVE,secondary,0.45,0
EU_US,0.73,142,0.37,ACTIVE,primary,0.38,1
EU_IN,0.97,158,0.32,ACTIVE,primary,0.54,1
IN_SG,0.64,243,0.43,BLOCKED,secondary,0.43,0
EU_IN,0.28,365,0.14,ACTIVE,secondary,0.69,0
IN_EU,0.38,478,0.46,ACTIVE,primary,0.49,1
SG_US,0.81,109,0.35,BLOCKED,secondary,0.8,0
EU_US,0.23,457,0.6,ACTIVE,secondary,0.25,1
IN_US,0.21,258,0.43,BLOCKED,secondary,0.39,0
EU_US,0.79,67,0.6,ACTIVE,primary,0.3,0
IN_SG,0.76,234,0.21,ACTIVE,secondary,0.32,1
EU_US,0.28,318,0.48,ACTIVE,secondary,0.47,0
SG_US,0.54,267,0.55,ACTIVE,primary,0.39,0
IN_US,0.55,368,0.99,ACTIVE,primary,0.73,0
EU_IN,0.22,361,0.21,ACTIVE,secondary,0.71,0
EU_IN,0.72,83,0.77,ACTIVE,secondary,0.35,0
IN_US,0.77,116,0.22,ACTIVE,primary,0.96,0
IN_SG,0.26,307,0.61,ACTIVE,secondary,0.42,0
EU_IN,0.98,486,0.26,ACTIVE,primary,0.46,0
IN_SG,0.81,195,0.87,ACTIVE,primary,0.3,0
IN_US,0.33,347,0.97,ACTIVE,secondary,0.74,1
IN_SG,0.84,70,0.71,ACTIVE,secondary,0.43,0
IN_US,0.49,233,0.79,ACTIVE,primary,0.96,0
IN_SG,0.69,172,0.41,ACTIVE,primary,0.27,1
IN_US,0.71,205,0.79,ACTIVE,primary,0.91,1
IN_US,0.27,430,0.65,ACTIVE,secondary,0.32,0
IN_EU,0.82,59,0.61,BLOCKED,secondary,0.76,0
SG_US,0.78,251,0.68,ACTIVE,primary,0.75,1
IN_SG,0.73,203,0.86,ACTIVE,secondary,0.59,1
IN_US,0.64,187,0.28,ACTIVE,primary,0.88,1
SG_US,0.31,400,0.34,ACTIVE,secondary,0.46,1
EU_US,0.39,337,0.79,ACTIVE,primary,0.62,0
IN_US,0.35,402,0.85,BLOCKED,primary,0.42,0
IN_US,0.87,214,0.94,BLOCKED,secondary,0.57,0
IN_US,0.89,114,0.14,BLOCKED,secondary,0.21,0
SG_US,0.87,212,0.48,ACTIVE,primary,0.5,1
EU_US,0.33,374,0.83,ACTIVE,secondary,0.73,1
EU_IN,0.3,102,0.52,BLOCKED,secondary,0.23,0
IN_SG,0.62,389,0.28,ACTIVE,primary,0.91,0
EU_US,0.81,88,0.48,ACTIVE,secondary,0.53,0
EU_IN,0.94,380,0.77,ACTIVE,primary,0.35,0
EU_IN,0.38,339,0.23,ACTIVE,primary,0.43,0
SG_US,0.59,396,0.33,BLOCKED,secondary,0.26,1
EU_US,0.46,463,0.99,ACTIVE,secondary,0.55,0
IN_US,0.3,154,0.12,ACTIVE,primary,0.54,0
EU_US,0.83,97,0.11,ACTIVE,secondary,0.44,1
IN_US,0.59,366,0.88,ACTIVE,secondary,0.57,1
IN_US,0.73,192,0.19,BLOCKED,secondary,0.89,0
IN_SG,0.68,349,0.85,ACTIVE,primary,0.23,1
IN_EU,0.24,280,0.6,ACTIVE,primary,0.29,0
EU_IN,0.75,129,0.46,ACTIVE,secondary,0.93,1
SG_US,0.32,151,0.92,ACTIVE,primary,0.66,0
EU_US,0.54,142,0.54,ACTIVE,secondary,0.42,0
EU_US,0.21,496,0.9,BLOCKED,secondary,0.75,0
IN_SG,0.32,173,0.59,ACTIVE,secondary,0.7,0
IN_EU,0.86,486,0.98,ACTIVE,primary,0.8,0
EU_IN,0.72,345,0.28,ACTIVE,primary,0.42,1
EU_IN,0.25,165,0.33,ACTIVE,primary,0.76,1
IN_US,0.8,332,0.14,ACTIVE,primary,0.53,1
EU_US,0.59,320,0.85,ACTIVE,primary,0.62,1
EU_US,0.89,169,0.83,ACTIVE,secondary,0.3,0
IN_SG,0.54,275,0.95,ACTIVE,secondary,0.47,1
EU_US,0.68,250,0.87,ACTIVE,secondary,0.9,0
EU_IN,0.33,349,0.11,ACTIVE,secondary,0.25,0
IN_EU,0.82,50,0.26,ACTIVE,primary,0.21,0
SG_US,0.23,382,0.16,ACTIVE,primary,0.91,0
SG_US,0.55,340,0.56,ACTIVE,secondary,0.32,1
IN_US,0.46,213,0.35,ACTIVE,secondary,0.39,1
EU_US,0.25,264,0.61,ACTIVE,primary,0.66,0
IN_EU,0.48,345,0.48,ACTIVE,primary,0.3,1
IN_US,0.79,126,0.26,BLOCKED,secondary,0.49,0
IN_SG,0.39,487,0.56,ACTIVE,primary,0.75,1
EU_US,0.47,94,0.72,ACTIVE,secondary,0.45,0
IN_EU,0.49,333,0.98,ACTIVE,primary,0.22,1
IN_EU,0.85,57,0.91,ACTIVE,secondary,0.84,0
EU_US,0.66,168,0.41,ACTIVE,primary,0.34,1
IN_SG,0.91,197,0.71,ACTIVE,secondary,0.55,1
IN_US,0.73,139,0.75,ACTIVE,primary,0.63,0
IN_SG,0.71,237,0.99,ACTIVE,primary,0.9,1
IN_SG,0.27,147,0.16,ACTIVE,primary,0.29,0
IN_SG,0.66,255,0.48,BLOCKED,secondary,0.45,0
IN_SG,0.3,274,0.88,ACTIVE,secondary,0.26,0
IN_EU,0.56,468,0.51,ACTIVE,primary,0.61,0
SG_US,0.28,243,0.13,BLOCKED,secondary,0.67,0
EU_IN,0.91,358,0.87,ACTIVE,secondary,0.41,0
SG_US,0.97,355,0.75,ACTIVE,primary,0.84,1
EU_US,0.5,456,0.78,ACTIVE,secondary,0.71,0
SG_US,0.79,176,0.26,BLOCKED,primary,0.85,0
SG_US,0.97,248,0.45,ACTIVE,secondary,0.61,1
IN_EU,0.3,250,0.56,ACTIVE,secondary,0.89,1
IN_EU,0.37,227,0.99,ACTIVE,primary,0.31,0
IN_EU,0.91,138,0.4,ACTIVE,primary,0.46,1
EU_US,0.93,488,0.29,ACTIVE,secondary,0.25,1
IN_SG,0.93,171,0.46,ACTIVE,secondary,0.9,1
EU_US,0.74,127,0.26,ACTIVE,secondary,0.55,1
EU_IN,0.75,67,0.28,ACTIVE,secondary,0.7,0
SG_US,0.77,279,0.75,ACTIVE,primary,0.44,0
SG_US,0.33,179,0.14,ACTIVE,secondary,0.25,0
EU_US,0.63,86,0.19,ACTIVE,secondary,0.65,0
EU_US,0.37,441,0.13,ACTIVE,secondary,0.35,1
EU_US,0.84,155,0.98,ACTIVE,primary,0.3,0
EU_IN,0.96,281,0.75,ACTIVE,secondary,0.56,1
EU_IN,0.72,230,0.88,ACTIVE,primary,0.89,1
EU_IN,0.54,280,0.23,ACTIVE,primary,0.42,1
SG_US,0.61,438,0.45,ACTIVE,secondary,0.95,0
EU_US,0.74,176,0.34,ACTIVE,secondary,0.3,1
SG_US,0.66,423,0.68,ACTIVE,primary,0.61,0
IN_US,0.64,70,0.69,ACTIVE,primary,0.5,1
IN_SG,0.71,458,0.42,ACTIVE,primary,0.54,0
IN_SG,0.89,259,0.96,ACTIVE,primary,0.54,1
IN_US,0.77,399,0.24,ACTIVE,secondary,0.2,1
IN_EU,0.94,285,0.91,ACTIVE,primary,0.92,1
IN_US,0.27,201,0.64,BLOCKED,secondary,0.7,1
IN_SG,0.61,66,0.2,ACTIVE,secondary,0.85,1
SG_US,0.31,469,0.46,ACTIVE,secondary,0.4,1
EU_US,0.83,338,0.18,ACTIVE,primary,0.44,1
EU_IN,0.43,264,0.53,ACTIVE,primary,0.39,0
IN_EU,0.6,487,0.7,ACTIVE,secondary,0.25,1
IN_SG,0.88,207,0.45,ACTIVE,primary,0.54,0
IN_EU,0.71,290,0.89,ACTIVE,primary,0.4,0
IN_EU,0.24,146,0.81,ACTIVE,secondary,0.65,0
SG_US,0.26,376,0.79,ACTIVE,primary,0.49,0
IN_SG,0.37,285,0.42,ACTIVE,secondary,0.86,1
IN_EU,0.35,271,0.25,BLOCKED,primary,0.5,1
SG_US,0.98,339,0.24,BLOCKED,secondary,0.31,0
IN_SG,0.94,270,0.5,ACTIVE,secondary,0.42,1
IN_US,0.61,58,0.29,ACTIVE,primary,0.9,0
IN_EU,0.69,436,0.48,ACTIVE,primary,0.61,1
IN_SG,0.3,271,0.94,ACTIVE,primary,0.53,1
EU_US,0.84,372,0.51,ACTIVE,primary,0.8,1
EU_IN,0.34,402,0.17,BLOCKED,primary,0.55,0
IN_US,0.61,210,0.63,ACTIVE,secondary,0.95,0
IN_EU,0.87,281,0.27,ACTIVE,primary,0.39,0
IN_EU,0.43,433,0.38,ACTIVE,primary,0.56,1
EU_IN,0.21,183,0.14,ACTIVE,secondary,0.87,1
EU_US,0.33,307,0.24,ACTIVE,primary,0.92,0
EU_US,0.21,490,0.27,ACTIVE,primary,0.95,0
EU_IN,0.77,314,0.95,ACTIVE,secondary,0.2,1
IN_SG,0.68,144,0.73,ACTIVE,secondary,0.48,1
IN_US,0.32,283,0.8,ACTIVE,primary,0.58,1
SG_US,0.24,143,0.15,ACTIVE,primary,0.68,0
SG_US,0.95,196,0.28,ACTIVE,primary,0.51,1
EU_US,0.82,320,0.49,ACTIVE,secondary,0.58,1
IN_US,0.78,171,0.42,ACTIVE,primary,0.43,1
EU_IN,0.56,333,0.46,ACTIVE,secondary,0.48,1
IN_EU,0.78,442,0.46,ACTIVE,secondary,0.62,1
EU_US,0.51,297,0.56,ACTIVE,primary,0.98,1
EU_US,0.37,120,0.39,ACTIVE,secondary,0.65,0
IN_SG,0.32,500,0.51,ACTIVE,primary,0.39,0
IN_EU,0.88,169,0.99,ACTIVE,primary,0.51,1
EU_IN,0.3,229,0.87,BLOCKED,primary,0.68,0
IN_US,0.88,119,0.56,ACTIVE,secondary,0.37,1
IN_US,0.64,395,0.33,ACTIVE,primary,0.64,1
SG_US,0.42,77,0.4,ACTIVE,secondary,0.29,0
EU_IN,0.61,486,0.4,ACTIVE,primary,0.91,1
IN_EU,0.92,355,0.19,ACTIVE,primary,0.93,1
SG_US,0.43,177,0.24,ACTIVE,secondary,0.3,1
SG_US,0.95,189,0.84,BLOCKED,secondary,0.55,1
IN_EU,0.21,54,0.92,ACTIVE,secondary,0.86,1
EU_US,0.29,162,0.2,ACTIVE,secondary,0.46,0
SG_US,0.65,246,0.8,ACTIVE,primary,0.92,1
IN_US,0.74,378,0.46,ACTIVE,primary,0.96,1
IN_SG,0.91,330,0.47,ACTIVE,secondary,0.58,1
EU_IN,0.7,434,0.11,ACTIVE,primary,0.22,0
IN_EU,0.97,376,0.84,ACTIVE,primary,0.84,1
IN_EU,0.84,419,0.21,ACTIVE,secondary,0.55,1
SG_US,0.98,198,0.55,ACTIVE,primary,0.94,0
SG_US,0.45,448,0.83,ACTIVE,secondary,0.38,0
IN_US,0.68,102,0.39,ACTIVE,primary,0.59,1
SG_US,0.58,85,0.81,ACTIVE,primary,0.64,1
IN_EU,0.86,289,0.15,ACTIVE,secondary,0.46,0
IN_SG,0.64,156,0.5,ACTIVE,secondary,0.94,0
IN_SG,0.48,118,0.52,ACTIVE,secondary,0.35,1
IN_SG,0.91,382,0.92,ACTIVE,primary,0.22,0
IN_EU,0.4,326,0.64,ACTIVE,primary,0.26,0
IN_EU,0.38,90,0.33,ACTIVE,secondary,0.37,0
IN_SG,0.71,167,0.59,ACTIVE,secondary,0.94,0
EU_IN,0.93,140,0.35,ACTIVE,primary,0.33,1
IN_EU,0.92,305,0.54,ACTIVE,secondary,0.64,1
EU_US,0.87,475,0.79,ACTIVE,secondary,0.63,0
IN_SG,0.33,362,0.35,BLOCKED,primary,0.42,0
EU_US,0.67,73,0.48,ACTIVE,primary,0.62,1
EU_US,0.2,118,0.3,BLOCKED,secondary,0.42,1
EU_US,0.95,498,0.69,ACTIVE,primary,0.42,1
EU_IN,0.69,56,0.19,ACTIVE,secondary,0.92,1
IN_EU,0.76,345,0.8,ACTIVE,secondary,0.25,0
IN_EU,0.49,368,0.82,ACTIVE,primary,0.57,0
EU_US,0.78,209,0.75,ACTIVE,primary,0.68,1
SG_US,0.53,123,0.65,ACTIVE,primary,0.9,0
IN_US,0.79,489,0.87,ACTIVE,secondary,0.27,1
IN_EU,0.21,153,0.31,ACTIVE,primary,0.43,1
SG_US,0.42,169,0.33,ACTIVE,secondary,0.84,0
IN_EU,0.84,382,0.75,ACTIVE,primary,0.65,0
SG_US,0.57,357,0.56,ACTIVE,primary,0.75,0
IN_US,0.95,175,0.73,ACTIVE,primary,0.93,1
SG_US,0.23,366,0.13,ACTIVE,secondary,0.54,1
SG_US,0.56,116,0.47,ACTIVE,secondary,0.63,1
IN_US,0.38,454,0.46,ACTIVE,primary,0.32,1
IN_US,0.81,293,0.37,ACTIVE,primary,0.71,1
IN_US,0.28,263,0.29,ACTIVE,primary,0.23,1
IN_US,0.79,125,0.51,ACTIVE,secondary,0.6,1
EU_IN,0.44,184,0.72,ACTIVE,primary,0.28,0
IN_EU,0.51,254,0.17,ACTIVE,secondary,0.24,1
EU_IN,0.95,76,0.63,BLOCKED,secondary,0.76,0
IN_SG,0.25,331,0.94,ACTIVE,secondary,0.79,0
EU_US,0.23,100,0.54,ACTIVE,secondary,0.45,0
EU_IN,0.28,415,0.66,BLOCKED,primary,0.29,0
SG_US,0.81,239,0.49,ACTIVE,secondary,0.95,1
SG_US,0.26,216,0.2,ACTIVE,secondary,0.5,0
EU_IN,0.37,70,0.67,ACTIVE,secondary,0.91,0
IN_SG,0.98,120,0.25,ACTIVE,secondary,0.72,0
SG_US,0.45,72,0.1,ACTIVE,primary,0.82,1
IN_US,0.95,249,0.5,ACTIVE,primary,0.65,1
IN_SG,0.79,357,0.73,ACTIVE,primary,0.68,0
IN_EU,0.28,294,0.72,ACTIVE,primary,0.91,0
IN_SG,0.33,205,0.44,ACTIVE,secondary,0.45,1
EU_IN,0.68,468,0.24,ACTIVE,primary,0.86,0
IN_SG,0.79,129,0.49,BLOCKED,secondary,0.38,0
SG_US,0.34,317,0.22,ACTIVE,primary,0.44,0
SG_US,0.44,415,0.65,ACTIVE,secondary,0.63,1
IN_SG,0.7,280,0.47,BLOCKED,primary,0.58,0
IN_SG,0.68,495,0.96,ACTIVE,secondary,0.74,1
EU_US,0.22,117,0.1,ACTIVE,secondary,0.69,0
IN_SG,0.25,339,0.93,ACTIVE,primary,0.57,0
IN_SG,0.61,491,0.37,ACTIVE,secondary,0.81,1
EU_US,0.39,383,0.42,ACTIVE,primary,0.75,0
SG_US,0.61,302,0.77,ACTIVE,secondary,0.92,0
EU_US,0.28,331,0.85,ACTIVE,primary,0.96,1
SG_US,0.38,387,0.82,ACTIVE,primary,0.7,1
IN_EU,0.48,430,0.11,BLOCKED,primary,0.45,0
EU_US,0.6,62,0.31,ACTIVE,secondary,0.63,0
IN_EU,0.35,50,0.79,BLOCKED,secondary,0.92,1
IN_US,0.76,217,0.76,ACTIVE,secondary,0.36,0
IN_EU,0.93,56,0.8,ACTIVE,secondary,0.5,1
IN_SG,0.3,357,0.13,ACTIVE,primary,0.48,1
IN_EU,0.65,211,0.85,ACTIVE,primary,0.63,1
IN_US,0.94,270,0.95,ACTIVE,primary,0.75,1
SG_US,0.79,119,0.28,ACTIVE,primary,0.82,1
IN_US,0.69,468,0.69,ACTIVE,secondary,0.76,0
IN_US,0.65,229,0.56,ACTIVE,secondary,0.7,1
IN_SG,0.58,280,0.21,ACTIVE,primary,0.34,0
EU_IN,0.92,174,0.74,BLOCKED,secondary,0.41,0
IN_EU,0.68,323,0.76,ACTIVE,secondary,0.93,1
SG_US,0.74,499,0.31,ACTIVE,primary,0.67,0
IN_EU,0.66,99,0.81,ACTIVE,primary,0.65,1
IN_SG,0.66,350,0.23,ACTIVE,primary,0.44,1
IN_SG,0.56,93,0.91,ACTIVE,primary,0.35,0
IN_SG,0.89,236,0.96,ACTIVE,primary,0.78,1
EU_IN,0.84,83,0.48,ACTIVE,secondary,0.35,0
EU_IN,0.36,421,0.14,ACTIVE,primary,0.73,1
IN_US,0.54,200,0.89,ACTIVE,secondary,0.24,0
IN_SG,0.98,90,0.73,BLOCKED,secondary,0.4,0
IN_SG,0.68,312,0.14,BLOCKED,primary,0.69,0
SG_US,0.57,134,0.64,ACTIVE,primary,0.47,0
SG_US,0.6,136,0.96,ACTIVE,secondary,0.98,0
EU_US,0.57,460,0.8,ACTIVE,primary,0.43,1
EU_US,0.7,248,0.33,ACTIVE,primary,0.94,1
EU_IN,0.63,147,0.83,BLOCKED,secondary,0.88,0
SG_US,0.66,169,0.75,BLOCKED,primary,0.33,0
IN_EU,0.3,485,0.89,ACTIVE,primary,0.56,1
IN_SG,0.21,352,0.54,BLOCKED,secondary,0.26,0
IN_EU,0.83,475,0.79,BLOCKED,secondary,0.87,0
IN_SG,0.47,474,0.54,ACTIVE,primary,0.45,0
IN_US,0.95,321,0.69,ACTIVE,primary,0.63,1
IN_EU,0.69,310,0.22,BLOCKED,primary,0.21,0
SG_US,0.21,94,0.85,ACTIVE,primary,0.47,0
EU_IN,0.56,261,0.19,ACTIVE,primary,0.29,1
EU_US,0.89,464,0.58,ACTIVE,primary,0.72,1
EU_US,0.23,70,0.22,ACTIVE,secondary,0.87,1
IN_SG,0.64,339,0.52,BLOCKED,secondary,0.79,0
IN_EU,0.97,115,0.55,ACTIVE,primary,0.5,1
IN_US,0.67,448,0.16,BLOCKED,secondary,0.23,0
IN_SG,0.22,452,0.94,ACTIVE,secondary,0.75,1
IN_US,0.66,182,0.69,ACTIVE,primary,0.81,0
SG_US,0.3,187,0.75,ACTIVE,primary,0.37,0
SG_US,0.41,487,0.83,ACTIVE,secondary,0.98,1
SG_US,0.36,360,0.27,ACTIVE,secondary,0.81,1
IN_US,0.57,235,0.79,BLOCKED,primary,0.41,0
SG_US,0.41,318,0.58,ACTIVE,primary,0.62,1
IN_SG,0.73,202,0.77,ACTIVE,secondary,0.84,1
IN_SG,0.92,482,0.84,ACTIVE,secondary,0.62,1
IN_EU,0.73,176,0.53,ACTIVE,primary,0.55,1
SG_US,0.47,138,0.76,BLOCKED,primary,0.58,0
EU_US,0.96,482,0.69,ACTIVE,primary,0.86,1
IN_US,0.58,154,0.31,ACTIVE,primary,0.89,1
IN_SG,0.49,193,1.0,ACTIVE,primary,0.62,1
EU_US,0.69,136,0.9,ACTIVE,primary,0.45,0
IN_EU,0.94,83,0.11,ACTIVE,secondary,0.99,1
IN_EU,0.66,216,0.18,ACTIVE,primary,0.68,1
IN_SG,0.56,212,0.98,ACTIVE,secondary,0.76,1
IN_EU,0.6,189,0.15,ACTIVE,secondary,0.93,1
EU_US,0.76,275,0.41,ACTIVE,primary,0.52,0
IN_SG,0.54,193,0.8,ACTIVE,secondary,0.54,0
EU_US,0.69,52,0.14,ACTIVE,secondary,0.54,1
EU_IN,0.45,147,0.2,ACTIVE,secondary,0.89,0
IN_EU,0.88,426,0.18,ACTIVE,primary,0.88,1
EU_US,0.63,302,0.39,ACTIVE,secondary,0.77,1
IN_SG,0.59,118,0.27,ACTIVE,primary,0.81,0
SG_US,0.68,341,0.49,ACTIVE,secondary,0.97,1
EU_IN,0.64,482,0.38,ACTIVE,primary,0.61,0
IN_EU,0.3,78,0.28,ACTIVE,primary,0.43,0
IN_SG,0.65,371,0.4,ACTIVE,primary,0.79,1
EU_US,0.66,179,0.7,ACTIVE,secondary,0.91,1
EU_IN,0.8,437,0.61,ACTIVE,secondary,0.36,0
IN_US,0.31,357,0.35,ACTIVE,primary,0.91,0
IN_US,0.2,481,0.76,ACTIVE,primary,0.87,1
EU_US,0.5,216,0.73,ACTIVE,primary,0.74,1
SG_US,0.53,320,0.77,ACTIVE,primary,0.35,0
IN_SG,0.36,362,0.55,ACTIVE,secondary,0.87,0
IN_EU,0.22,307,0.93,ACTIVE,primary,0.4,1
IN_US,0.66,102,0.41,ACTIVE,primary,0.47,0
IN_EU,0.57,362,0.12,ACTIVE,primary,0.35,0
EU_US,0.71,64,0.39,ACTIVE,secondary,0.95,1
EU_IN,0.6,187,0.47,BLOCKED,primary,0.89,0
IN_SG,0.98,234,0.58,ACTIVE,secondary,0.81,1
IN_US,0.27,450,0.25,ACTIVE,primary,0.31,1
IN_EU,0.95,247,0.76,ACTIVE,secondary,0.31,1
SG_US,0.34,260,0.11,ACTIVE,secondary,0.67,0
EU_US,0.81,273,0.21,ACTIVE,secondary,0.5,1
EU_IN,0.39,242,0.47,BLOCKED,secondary,0.42,1
EU_US,0.45,90,0.57,ACTIVE,primary,0.97,0
SG_US,0.42,198,0.3,ACTIVE,primary,0.33,0
SG_US,0.56,429,0.38,ACTIVE,primary,0.24,1
IN_SG,0.59,451,0.56,ACTIVE,primary,0.39,0
EU_IN,0.75,314,0.86,ACTIVE,primary,0.82,1
EU_IN,0.62,187,0.12,ACTIVE,secondary,0.72,0
EU_IN,0.34,179,0.4,ACTIVE,primary,0.29,0
EU_US,0.98,464,0.22,ACTIVE,secondary,0.38,0
IN_EU,0.46,304,0.25,ACTIVE,primary,0.43,1
IN_SG,0.76,465,0.16,ACTIVE,primary,0.7,1
IN_SG,0.65,153,0.82,ACTIVE,primary,0.21,1
SG_US,0.52,397,0.9,ACTIVE,secondary,0.21,1
EU_US,0.79,143,0.63,ACTIVE,secondary,0.8,0
IN_US,0.48,318,0.21,ACTIVE,secondary,0.9,0
SG_US,0.23,324,0.48,BLOCKED,primary,0.24,0
IN_SG,0.4,271,0.72,ACTIVE,secondary,0.52,0
IN_US,0.42,491,0.42,ACTIVE,secondary,0.23,0
IN_EU,0.65,143,0.58,ACTIVE,secondary,0.37,1
EU_US,0.85,95,0.2,BLOCKED,secondary,0.81,0
IN_SG,0.4,403,0.21,ACTIVE,secondary,0.45,0
EU_IN,0.8,106,0.79,ACTIVE,primary,0.94,1
IN_SG,0.91,164,0.6,ACTIVE,primary,0.68,1
SG_US,0.32,181,0.12,ACTIVE,primary,0.89,1
EU_US,0.79,105,0.43,ACTIVE,secondary,0.68,1
IN_US,0.23,420,0.52,ACTIVE,primary,0.39,0
IN_EU,0.82,130,0.3,ACTIVE,primary,0.42,1
IN_SG,0.65,391,0.48,ACTIVE,primary,0.68,0
EU_IN,0.92,438,0.54,ACTIVE,primary,0.24,1
IN_US,0.79,193,0.71,ACTIVE,primary,0.83,1
EU_US,0.49,183,0.2,ACTIVE,secondary,0.7,1
IN_EU,0.26,198,0.72,ACTIVE,primary,0.84,1
EU_US,0.48,246,0.63,ACTIVE,primary,0.4,0
IN_SG,0.83,247,0.26,BLOCKED,secondary,0.33,0
IN_SG,0.62,370,0.96,ACTIVE,secondary,0.43,0
EU_US,0.92,387,0.4,ACTIVE,primary,0.48,1
IN_US,0.64,467,0.25,ACTIVE,secondary,0.49,1
IN_SG,0.34,283,0.47,ACTIVE,primary,0.98,1
IN_EU,0.41,269,0.8,ACTIVE,primary,0.83,1
IN_US,0.3,111,0.41,ACTIVE,primary,0.33,1
IN_US,0.37,187,0.53,ACTIVE,secondary,0.55,0
IN_US,0.32,356,0.78,ACTIVE,secondary,0.26,1
IN_SG,0.96,336,0.6,ACTIVE,primary,0.6,0
SG_US,0.83,240,0.41,ACTIVE,primary,0.85,1
IN_US,0.73,50,0.53,ACTIVE,primary,0.51,0
IN_EU,0.93,260,0.94,ACTIVE,secondary,0.95,1
SG_US,0.24,157,0.92,ACTIVE,primary,0.45,0
IN_EU,0.66,181,0.51,ACTIVE,primary,0.4,0
IN_US,0.33,277,0.25,ACTIVE,primary,0.23,1
IN_EU,0.92,111,0.69,ACTIVE,secondary,0.4,1
EU_IN,0.21,98,0.72,BLOCKED,primary,0.58,0
SG_US,0.23,299,0.69,ACTIVE,primary,0.62,0
IN_US,0.37,178,0.25,ACTIVE,primary,0.83,1
IN_SG,0.93,246,0.14,ACTIVE,primary,0.44,0
EU_IN,0.41,127,0.89,ACTIVE,primary,0.96,0
EU_US,0.97,372,0.21,ACTIVE,primary,0.21,1
SG_US,0.38,481,0.34,ACTIVE,primary,0.42,1
SG_US,0.58,407,0.23,ACTIVE,primary,0.33,1
IN_EU,0.78,179,0.34,BLOCKED,primary,0.66,0
SG_US,0.97,309,0.98,ACTIVE,secondary,0.79,1
IN_EU,0.57,234,0.88,ACTIVE,primary,0.59,1
IN_SG,0.21,258,0.96,BLOCKED,primary,0.9,0
IN_SG,0.82,120,0.57,ACTIVE,secondary,0.78,0
IN_SG,0.58,317,0.21,ACTIVE,primary,0.2,1
IN_EU,0.34,79,0.54,BLOCKED,primary,0.44,0
IN_EU,0.75,228,0.79,ACTIVE,secondary,0.53,0
IN_EU,0.31,242,0.54,ACTIVE,secondary,0.81,0
IN_SG,0.46,157,0.82,ACTIVE,secondary,0.73,0
IN_US,0.46,168,0.61,ACTIVE,primary,0.86,0
IN_US,0.65,449,0.76,BLOCKED,primary,0.38,0
EU_IN,0.23,339,0.69,ACTIVE,secondary,0.78,1
EU_US,0.86,198,0.26,ACTIVE,secondary,0.96,1
EU_US,0.73,436,0.78,ACTIVE,secondary,0.51,1
SG_US,0.51,73,0.13,ACTIVE,secondary,0.86,1
IN_SG,0.88,339,0.36,ACTIVE,primary,0.5,1
IN_US,0.39,494,0.32,ACTIVE,secondary,0.95,1
SG_US,0.42,350,0.44,ACTIVE,secondary,0.5,0
IN_US,0.46,469,0.74,ACTIVE,secondary,0.47,0
EU_IN,0.71,360,0.69,BLOCKED,primary,0.25,0
EU_IN,0.26,171,0.94,ACTIVE,secondary,0.28,0
SG_US,0.97,71,0.64,ACTIVE,primary,0.5,1
IN_EU,0.29,248,0.46,ACTIVE,primary,0.55,0
EU_US,0.44,498,0.79,BLOCKED,primary,0.51,0
EU_IN,0.57,214,0.5,ACTIVE,primary,0.31,1
IN_EU,0.5,114,0.95,ACTIVE,secondary,0.8,1
SG_US,0.43,377,0.68,ACTIVE,secondary,0.92,0
IN_SG,0.57,491,0.24,ACTIVE,primary,0.37,0
IN_EU,0.89,267,0.89,ACTIVE,primary,0.69,0
IN_SG,0.72,210,0.39,ACTIVE,primary,0.49,1
IN_EU,0.95,71,0.83,ACTIVE,primary,0.21,1
SG_US,0.91,402,0.86,ACTIVE,primary,0.51,0
EU_IN,0.67,481,0.53,ACTIVE,primary,0.34,0
IN_SG,0.43,381,0.13,ACTIVE,secondary,0.58,1
IN_SG,0.73,79,0.33,ACTIVE,secondary,0.35,1
